ia_id	source	building	place	period	element	value	unit	value_m	leaf	printed_page	evidence	verified_full_res	quote
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	"Oratory" of Gallarus — dry-rubble corbelled cell	Gallarus, near Dingle, Co. Kerry, Ireland	early medieval, extant	doorway width at sill (inclining jambs)	2 ft 5 in	ft in	0.737	n59	25	measured	no	The "oratory" is composed of dry rubble masonry, and consists of a single rectangular chamber 15 ft. 3 in. long by 10 ft. wide inside. "It has a flat-headed western doorway with inclining jambs, 5 ft. 10 in. high by 1 ft. 11 in. wide at the top, and 2 ft. 5 in. wide at the bottom inside... The outside aperture is 1 ft. 3 in. high by 9 1/2 in. wide at the top, and 10 in. at the bottom. The window measures on the inside 3 ft. 3 in. high by 1 ft 6 in. wide at the top, and 1 ft. 9 in. wide at the bottom. On the inside of the doorway, at a height of eight inches above the bottom of the lintel, is a projecting stone on each side, with a hole three inches square through it to receive the door-frame... The flags below these are 1 ft. 4 in. wide." — Arch. Cambr., vol. ix. (5th S.), 148
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	"Oratory" of Gallarus — dry-rubble corbelled cell	Gallarus, near Dingle, Co. Kerry, Ireland	early medieval, extant	window, external aperture height	1 ft 3 in	ft in	0.381	n59	25	measured	no	The "oratory" is composed of dry rubble masonry, and consists of a single rectangular chamber 15 ft. 3 in. long by 10 ft. wide inside. "It has a flat-headed western doorway with inclining jambs, 5 ft. 10 in. high by 1 ft. 11 in. wide at the top, and 2 ft. 5 in. wide at the bottom inside... The outside aperture is 1 ft. 3 in. high by 9 1/2 in. wide at the top, and 10 in. at the bottom. The window measures on the inside 3 ft. 3 in. high by 1 ft 6 in. wide at the top, and 1 ft. 9 in. wide at the bottom. On the inside of the doorway, at a height of eight inches above the bottom of the lintel, is a projecting stone on each side, with a hole three inches square through it to receive the door-frame... The flags below these are 1 ft. 4 in. wide." — Arch. Cambr., vol. ix. (5th S.), 148
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	"Oratory" of Gallarus — dry-rubble corbelled cell	Gallarus, near Dingle, Co. Kerry, Ireland	early medieval, extant	window, external width at head	10 in	in [OCR '9!' — printed value is probably 9 1/2 in; 10 in recorded is the BOTTOM figure, see ocr-uncertain row]	0.254	n59	25	measured	no	The "oratory" is composed of dry rubble masonry, and consists of a single rectangular chamber 15 ft. 3 in. long by 10 ft. wide inside. "It has a flat-headed western doorway with inclining jambs, 5 ft. 10 in. high by 1 ft. 11 in. wide at the top, and 2 ft. 5 in. wide at the bottom inside... The outside aperture is 1 ft. 3 in. high by 9 1/2 in. wide at the top, and 10 in. at the bottom. The window measures on the inside 3 ft. 3 in. high by 1 ft 6 in. wide at the top, and 1 ft. 9 in. wide at the bottom. On the inside of the doorway, at a height of eight inches above the bottom of the lintel, is a projecting stone on each side, with a hole three inches square through it to receive the door-frame... The flags below these are 1 ft. 4 in. wide." — Arch. Cambr., vol. ix. (5th S.), 148
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	"Oratory" of Gallarus — dry-rubble corbelled cell	Gallarus, near Dingle, Co. Kerry, Ireland	early medieval, extant	window, external width at sill	10 in	in	0.254	n59	25	measured	no	The "oratory" is composed of dry rubble masonry, and consists of a single rectangular chamber 15 ft. 3 in. long by 10 ft. wide inside. "It has a flat-headed western doorway with inclining jambs, 5 ft. 10 in. high by 1 ft. 11 in. wide at the top, and 2 ft. 5 in. wide at the bottom inside... The outside aperture is 1 ft. 3 in. high by 9 1/2 in. wide at the top, and 10 in. at the bottom. The window measures on the inside 3 ft. 3 in. high by 1 ft 6 in. wide at the top, and 1 ft. 9 in. wide at the bottom. On the inside of the doorway, at a height of eight inches above the bottom of the lintel, is a projecting stone on each side, with a hole three inches square through it to receive the door-frame... The flags below these are 1 ft. 4 in. wide." — Arch. Cambr., vol. ix. (5th S.), 148
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	"Oratory" of Gallarus — dry-rubble corbelled cell	Gallarus, near Dingle, Co. Kerry, Ireland	early medieval, extant	window, internal height	3 ft 3 in	ft in	0.991	n59	25	measured	no	The "oratory" is composed of dry rubble masonry, and consists of a single rectangular chamber 15 ft. 3 in. long by 10 ft. wide inside. "It has a flat-headed western doorway with inclining jambs, 5 ft. 10 in. high by 1 ft. 11 in. wide at the top, and 2 ft. 5 in. wide at the bottom inside... The outside aperture is 1 ft. 3 in. high by 9 1/2 in. wide at the top, and 10 in. at the bottom. The window measures on the inside 3 ft. 3 in. high by 1 ft 6 in. wide at the top, and 1 ft. 9 in. wide at the bottom. On the inside of the doorway, at a height of eight inches above the bottom of the lintel, is a projecting stone on each side, with a hole three inches square through it to receive the door-frame... The flags below these are 1 ft. 4 in. wide." — Arch. Cambr., vol. ix. (5th S.), 148
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	"Oratory" of Gallarus — dry-rubble corbelled cell	Gallarus, near Dingle, Co. Kerry, Ireland	early medieval, extant	window, internal width at head	1 ft 6 in	ft in	0.457	n59	25	measured	no	The "oratory" is composed of dry rubble masonry, and consists of a single rectangular chamber 15 ft. 3 in. long by 10 ft. wide inside. "It has a flat-headed western doorway with inclining jambs, 5 ft. 10 in. high by 1 ft. 11 in. wide at the top, and 2 ft. 5 in. wide at the bottom inside... The outside aperture is 1 ft. 3 in. high by 9 1/2 in. wide at the top, and 10 in. at the bottom. The window measures on the inside 3 ft. 3 in. high by 1 ft 6 in. wide at the top, and 1 ft. 9 in. wide at the bottom. On the inside of the doorway, at a height of eight inches above the bottom of the lintel, is a projecting stone on each side, with a hole three inches square through it to receive the door-frame... The flags below these are 1 ft. 4 in. wide." — Arch. Cambr., vol. ix. (5th S.), 148
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	"Oratory" of Gallarus — dry-rubble corbelled cell	Gallarus, near Dingle, Co. Kerry, Ireland	early medieval, extant	window, internal width at sill	1 ft 9 in	ft in	0.533	n59	25	measured	no	The "oratory" is composed of dry rubble masonry, and consists of a single rectangular chamber 15 ft. 3 in. long by 10 ft. wide inside. "It has a flat-headed western doorway with inclining jambs, 5 ft. 10 in. high by 1 ft. 11 in. wide at the top, and 2 ft. 5 in. wide at the bottom inside... The outside aperture is 1 ft. 3 in. high by 9 1/2 in. wide at the top, and 10 in. at the bottom. The window measures on the inside 3 ft. 3 in. high by 1 ft 6 in. wide at the top, and 1 ft. 9 in. wide at the bottom. On the inside of the doorway, at a height of eight inches above the bottom of the lintel, is a projecting stone on each side, with a hole three inches square through it to receive the door-frame... The flags below these are 1 ft. 4 in. wide." — Arch. Cambr., vol. ix. (5th S.), 148
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	"Oratory" of Gallarus — dry-rubble corbelled cell	Gallarus, near Dingle, Co. Kerry, Ireland	early medieval, extant	door-frame socket (square section)	3 in	in	0.076	n59	25	measured	no	The "oratory" is composed of dry rubble masonry, and consists of a single rectangular chamber 15 ft. 3 in. long by 10 ft. wide inside. "It has a flat-headed western doorway with inclining jambs, 5 ft. 10 in. high by 1 ft. 11 in. wide at the top, and 2 ft. 5 in. wide at the bottom inside... The outside aperture is 1 ft. 3 in. high by 9 1/2 in. wide at the top, and 10 in. at the bottom. The window measures on the inside 3 ft. 3 in. high by 1 ft 6 in. wide at the top, and 1 ft. 9 in. wide at the bottom. On the inside of the doorway, at a height of eight inches above the bottom of the lintel, is a projecting stone on each side, with a hole three inches square through it to receive the door-frame... The flags below these are 1 ft. 4 in. wide." — Arch. Cambr., vol. ix. (5th S.), 148
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	"Oratory" of Gallarus — dry-rubble corbelled cell	Gallarus, near Dingle, Co. Kerry, Ireland	early medieval, extant	socket height above underside of lintel	8 in	in	0.203	n59	25	measured	no	The "oratory" is composed of dry rubble masonry, and consists of a single rectangular chamber 15 ft. 3 in. long by 10 ft. wide inside. "It has a flat-headed western doorway with inclining jambs, 5 ft. 10 in. high by 1 ft. 11 in. wide at the top, and 2 ft. 5 in. wide at the bottom inside... The outside aperture is 1 ft. 3 in. high by 9 1/2 in. wide at the top, and 10 in. at the bottom. The window measures on the inside 3 ft. 3 in. high by 1 ft 6 in. wide at the top, and 1 ft. 9 in. wide at the bottom. On the inside of the doorway, at a height of eight inches above the bottom of the lintel, is a projecting stone on each side, with a hole three inches square through it to receive the door-frame... The flags below these are 1 ft. 4 in. wide." — Arch. Cambr., vol. ix. (5th S.), 148
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	"Oratory" of Gallarus — dry-rubble corbelled cell	Gallarus, near Dingle, Co. Kerry, Ireland	early medieval, extant	ridge flag width	1 ft 4 in	ft in	0.406	n59	25	measured	no	The "oratory" is composed of dry rubble masonry, and consists of a single rectangular chamber 15 ft. 3 in. long by 10 ft. wide inside. "It has a flat-headed western doorway with inclining jambs, 5 ft. 10 in. high by 1 ft. 11 in. wide at the top, and 2 ft. 5 in. wide at the bottom inside... The outside aperture is 1 ft. 3 in. high by 9 1/2 in. wide at the top, and 10 in. at the bottom. The window measures on the inside 3 ft. 3 in. high by 1 ft 6 in. wide at the top, and 1 ft. 9 in. wide at the bottom. On the inside of the doorway, at a height of eight inches above the bottom of the lintel, is a projecting stone on each side, with a hole three inches square through it to receive the door-frame... The flags below these are 1 ft. 4 in. wide." — Arch. Cambr., vol. ix. (5th S.), 148
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	"Oratory" of Gallarus — dry-rubble corbelled cell	Gallarus, near Dingle, Co. Kerry, Ireland	early medieval, extant	window, external width at head	9.5 in	in	0.241	n59	25	ocr-uncertain	no	The outside aperture is 1 ft. 3 in. high by 9 1/2 in. wide at the top, and 10 in. at the bottom. [OCR renders '9! in.'; this scan destroys every fraction glyph, so 9 1/2 is the reading but it was NOT checked on the page image.]
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Booth (single-cell cruck cot) — newly built on the waste	County Durham	c. 1350	length	20 ft	ft	6.096	n56	22	documentary-survey	no	c. 1350. "Johannes Flesshewer ten. j botham de novo edificatam super vastum, longitudinis xx pedum et latitudinis xviij pedum." — Bishop Hatfield's Survey (Surtees Soc), p. 32. Another booth, as well as the village forge, is described as being of the same size.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Booth (single-cell cruck cot) — newly built on the waste	County Durham	c. 1350	breadth	18 ft	ft	5.486	n56	22	documentary-survey	no	c. 1350. "Johannes Flesshewer ten. j botham de novo edificatam super vastum, longitudinis xx pedum et latitudinis xviij pedum." — Bishop Hatfield's Survey (Surtees Soc), p. 32. Another booth, as well as the village forge, is described as being of the same size.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Village forge / smithy	County Durham	c. 1350	length	20 ft	ft (stated as the same size as the booth)	6.096	n56	22	documentary-survey	no	c. 1350. "Johannes Flesshewer ten. j botham de novo edificatam super vastum, longitudinis xx pedum et latitudinis xviij pedum." — Bishop Hatfield's Survey (Surtees Soc), p. 32. Another booth, as well as the village forge, is described as being of the same size.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Village forge / smithy	County Durham	c. 1350	breadth	18 ft	ft (stated as the same size as the booth)	5.486	n56	22	documentary-survey	no	c. 1350. "Johannes Flesshewer ten. j botham de novo edificatam super vastum, longitudinis xx pedum et latitudinis xviij pedum." — Bishop Hatfield's Survey (Surtees Soc), p. 32. Another booth, as well as the village forge, is described as being of the same size.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Teampull Beannachadh — drystone corbelled cell	Eilean Mor, Flannan Isles	early medieval, extant	external side wall length (1 of 2)	11 ft 11 in	ft in	3.632	n60	26	measured	no	Teampull Beannachadh... "composed of rough stones joggled compactly together without mortar, built in the form of a squared oblong, but irregular on the ground-plan, the lengths of the side walls externally being respectively 11 ft. 11 in. and 12 ft 2 in., and the lengths of the end walls 10 ft. 3 in. and 9 ft 2 in. The walls vary in thickness from 2 ft. 5 in. to 2 ft. 11 in... The chamber measures about 7 ft. long by 5 ft wide, and 5 ft 9 in. high. The doorway in the west end is but 3 ft. high, and there is no window or other opening of any kind in the building." — Anderson, Scotland in Early Christian Times, 1882, p. 121
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Teampull Beannachadh — drystone corbelled cell	Eilean Mor, Flannan Isles	early medieval, extant	external side wall length (2 of 2)	12 ft 2 in	ft in	3.708	n60	26	measured	no	Teampull Beannachadh... "composed of rough stones joggled compactly together without mortar, built in the form of a squared oblong, but irregular on the ground-plan, the lengths of the side walls externally being respectively 11 ft. 11 in. and 12 ft 2 in., and the lengths of the end walls 10 ft. 3 in. and 9 ft 2 in. The walls vary in thickness from 2 ft. 5 in. to 2 ft. 11 in... The chamber measures about 7 ft. long by 5 ft wide, and 5 ft 9 in. high. The doorway in the west end is but 3 ft. high, and there is no window or other opening of any kind in the building." — Anderson, Scotland in Early Christian Times, 1882, p. 121
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Teampull Beannachadh — drystone corbelled cell	Eilean Mor, Flannan Isles	early medieval, extant	external end wall length (1 of 2)	10 ft 3 in	ft in	3.124	n60	26	measured	no	Teampull Beannachadh... "composed of rough stones joggled compactly together without mortar, built in the form of a squared oblong, but irregular on the ground-plan, the lengths of the side walls externally being respectively 11 ft. 11 in. and 12 ft 2 in., and the lengths of the end walls 10 ft. 3 in. and 9 ft 2 in. The walls vary in thickness from 2 ft. 5 in. to 2 ft. 11 in... The chamber measures about 7 ft. long by 5 ft wide, and 5 ft 9 in. high. The doorway in the west end is but 3 ft. high, and there is no window or other opening of any kind in the building." — Anderson, Scotland in Early Christian Times, 1882, p. 121
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Teampull Beannachadh — drystone corbelled cell	Eilean Mor, Flannan Isles	early medieval, extant	external end wall length (2 of 2)	9 ft 2 in	ft in	2.794	n60	26	measured	no	Teampull Beannachadh... "composed of rough stones joggled compactly together without mortar, built in the form of a squared oblong, but irregular on the ground-plan, the lengths of the side walls externally being respectively 11 ft. 11 in. and 12 ft 2 in., and the lengths of the end walls 10 ft. 3 in. and 9 ft 2 in. The walls vary in thickness from 2 ft. 5 in. to 2 ft. 11 in... The chamber measures about 7 ft. long by 5 ft wide, and 5 ft 9 in. high. The doorway in the west end is but 3 ft. high, and there is no window or other opening of any kind in the building." — Anderson, Scotland in Early Christian Times, 1882, p. 121
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Teampull Beannachadh — drystone corbelled cell	Eilean Mor, Flannan Isles	early medieval, extant	wall thickness, minimum	2 ft 5 in	ft in	0.737	n60	26	measured	no	Teampull Beannachadh... "composed of rough stones joggled compactly together without mortar, built in the form of a squared oblong, but irregular on the ground-plan, the lengths of the side walls externally being respectively 11 ft. 11 in. and 12 ft 2 in., and the lengths of the end walls 10 ft. 3 in. and 9 ft 2 in. The walls vary in thickness from 2 ft. 5 in. to 2 ft. 11 in... The chamber measures about 7 ft. long by 5 ft wide, and 5 ft 9 in. high. The doorway in the west end is but 3 ft. high, and there is no window or other opening of any kind in the building." — Anderson, Scotland in Early Christian Times, 1882, p. 121
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Teampull Beannachadh — drystone corbelled cell	Eilean Mor, Flannan Isles	early medieval, extant	wall thickness, maximum	2 ft 11 in	ft in	0.889	n60	26	measured	no	Teampull Beannachadh... "composed of rough stones joggled compactly together without mortar, built in the form of a squared oblong, but irregular on the ground-plan, the lengths of the side walls externally being respectively 11 ft. 11 in. and 12 ft 2 in., and the lengths of the end walls 10 ft. 3 in. and 9 ft 2 in. The walls vary in thickness from 2 ft. 5 in. to 2 ft. 11 in... The chamber measures about 7 ft. long by 5 ft wide, and 5 ft 9 in. high. The doorway in the west end is but 3 ft. high, and there is no window or other opening of any kind in the building." — Anderson, Scotland in Early Christian Times, 1882, p. 121
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Teampull Beannachadh — drystone corbelled cell	Eilean Mor, Flannan Isles	early medieval, extant	internal chamber length	7 ft	ft (about)	2.134	n60	26	measured	no	Teampull Beannachadh... "composed of rough stones joggled compactly together without mortar, built in the form of a squared oblong, but irregular on the ground-plan, the lengths of the side walls externally being respectively 11 ft. 11 in. and 12 ft 2 in., and the lengths of the end walls 10 ft. 3 in. and 9 ft 2 in. The walls vary in thickness from 2 ft. 5 in. to 2 ft. 11 in... The chamber measures about 7 ft. long by 5 ft wide, and 5 ft 9 in. high. The doorway in the west end is but 3 ft. high, and there is no window or other opening of any kind in the building." — Anderson, Scotland in Early Christian Times, 1882, p. 121
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Teampull Beannachadh — drystone corbelled cell	Eilean Mor, Flannan Isles	early medieval, extant	internal chamber width	5 ft	ft (about)	1.524	n60	26	measured	no	Teampull Beannachadh... "composed of rough stones joggled compactly together without mortar, built in the form of a squared oblong, but irregular on the ground-plan, the lengths of the side walls externally being respectively 11 ft. 11 in. and 12 ft 2 in., and the lengths of the end walls 10 ft. 3 in. and 9 ft 2 in. The walls vary in thickness from 2 ft. 5 in. to 2 ft. 11 in... The chamber measures about 7 ft. long by 5 ft wide, and 5 ft 9 in. high. The doorway in the west end is but 3 ft. high, and there is no window or other opening of any kind in the building." — Anderson, Scotland in Early Christian Times, 1882, p. 121
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Teampull Beannachadh — drystone corbelled cell	Eilean Mor, Flannan Isles	early medieval, extant	internal chamber height	5 ft 9 in	ft in	1.753	n60	26	measured	no	Teampull Beannachadh... "composed of rough stones joggled compactly together without mortar, built in the form of a squared oblong, but irregular on the ground-plan, the lengths of the side walls externally being respectively 11 ft. 11 in. and 12 ft 2 in., and the lengths of the end walls 10 ft. 3 in. and 9 ft 2 in. The walls vary in thickness from 2 ft. 5 in. to 2 ft. 11 in... The chamber measures about 7 ft. long by 5 ft wide, and 5 ft 9 in. high. The doorway in the west end is but 3 ft. high, and there is no window or other opening of any kind in the building." — Anderson, Scotland in Early Christian Times, 1882, p. 121
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Teampull Beannachadh — drystone corbelled cell	Eilean Mor, Flannan Isles	early medieval, extant	doorway height	3 ft	ft	0.914	n60	26	measured	no	Teampull Beannachadh... "composed of rough stones joggled compactly together without mortar, built in the form of a squared oblong, but irregular on the ground-plan, the lengths of the side walls externally being respectively 11 ft. 11 in. and 12 ft 2 in., and the lengths of the end walls 10 ft. 3 in. and 9 ft 2 in. The walls vary in thickness from 2 ft. 5 in. to 2 ft. 11 in... The chamber measures about 7 ft. long by 5 ft wide, and 5 ft 9 in. high. The doorway in the west end is but 3 ft. high, and there is no window or other opening of any kind in the building." — Anderson, Scotland in Early Christian Times, 1882, p. 121
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Hornsea church crypt (undercroft beneath chancel)	Hornsea, East Yorkshire	medieval, extant	internal, north-south	15 ft 5 in	ft in	4.699	n228	194	measured	no	A crypt under the east end of the chancel of Hornsea church in East Yorkshire differs from that at Repton in having a fire-place, 6 ft. 2 in. wide and 3 ft. 2 in. high, on its north side... In shape the crypt approaches to a square measuring 15 ft. 5 in. from north to south, and, in the north compartment, 14 ft. 2 in. from east to west... In the east wall is a window splayed inwardly to a width of nearly 4 feet, and diminishing to 1 ft. 8 in. in the narrowest part.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Hornsea church crypt (undercroft beneath chancel)	Hornsea, East Yorkshire	medieval, extant	internal, east-west (north compartment)	14 ft 2 in	ft in	4.318	n228	194	measured	no	A crypt under the east end of the chancel of Hornsea church in East Yorkshire differs from that at Repton in having a fire-place, 6 ft. 2 in. wide and 3 ft. 2 in. high, on its north side... In shape the crypt approaches to a square measuring 15 ft. 5 in. from north to south, and, in the north compartment, 14 ft. 2 in. from east to west... In the east wall is a window splayed inwardly to a width of nearly 4 feet, and diminishing to 1 ft. 8 in. in the narrowest part.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Hornsea church crypt (undercroft beneath chancel)	Hornsea, East Yorkshire	medieval, extant	fireplace opening width	6 ft 2 in	ft in	1.880	n228	194	measured	no	A crypt under the east end of the chancel of Hornsea church in East Yorkshire differs from that at Repton in having a fire-place, 6 ft. 2 in. wide and 3 ft. 2 in. high, on its north side... In shape the crypt approaches to a square measuring 15 ft. 5 in. from north to south, and, in the north compartment, 14 ft. 2 in. from east to west... In the east wall is a window splayed inwardly to a width of nearly 4 feet, and diminishing to 1 ft. 8 in. in the narrowest part.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Hornsea church crypt (undercroft beneath chancel)	Hornsea, East Yorkshire	medieval, extant	fireplace opening height	3 ft 2 in	ft in	0.965	n228	194	measured	no	A crypt under the east end of the chancel of Hornsea church in East Yorkshire differs from that at Repton in having a fire-place, 6 ft. 2 in. wide and 3 ft. 2 in. high, on its north side... In shape the crypt approaches to a square measuring 15 ft. 5 in. from north to south, and, in the north compartment, 14 ft. 2 in. from east to west... In the east wall is a window splayed inwardly to a width of nearly 4 feet, and diminishing to 1 ft. 8 in. in the narrowest part.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Hornsea church crypt (undercroft beneath chancel)	Hornsea, East Yorkshire	medieval, extant	window internal splay width	4 ft	ft (nearly)	1.219	n228	194	measured	no	A crypt under the east end of the chancel of Hornsea church in East Yorkshire differs from that at Repton in having a fire-place, 6 ft. 2 in. wide and 3 ft. 2 in. high, on its north side... In shape the crypt approaches to a square measuring 15 ft. 5 in. from north to south, and, in the north compartment, 14 ft. 2 in. from east to west... In the east wall is a window splayed inwardly to a width of nearly 4 feet, and diminishing to 1 ft. 8 in. in the narrowest part.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Hornsea church crypt (undercroft beneath chancel)	Hornsea, East Yorkshire	medieval, extant	window external (narrowest) width	1 ft 8 in	ft in	0.508	n228	194	measured	no	A crypt under the east end of the chancel of Hornsea church in East Yorkshire differs from that at Repton in having a fire-place, 6 ft. 2 in. wide and 3 ft. 2 in. high, on its north side... In shape the crypt approaches to a square measuring 15 ft. 5 in. from north to south, and, in the north compartment, 14 ft. 2 in. from east to west... In the east wall is a window splayed inwardly to a width of nearly 4 feet, and diminishing to 1 ft. 8 in. in the narrowest part.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	London town house — party wall, by statute (Fitz-Alwyne's Assize)	London	A.D. 1189	party wall thickness (freestone)	3 ft	ft	0.914	n137	103	author-rule	no	The document known as "Fitz-Alwyne's Assize," dated A.D. 1189, shows that the party-walls of London houses "were of freestone, 3 feet thick and 16 feet high, from which the roof (whether covered with tiles or thatch)... " and: "From a deed bearing date 1217 or 1218, it appears that the corbels or joists for supporting the upper floor were inserted at a height of eight feet from the ground."
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	London town house — party wall, by statute (Fitz-Alwyne's Assize)	London	A.D. 1189	party wall height	16 ft	ft	4.877	n137	103	author-rule	no	The document known as "Fitz-Alwyne's Assize," dated A.D. 1189, shows that the party-walls of London houses "were of freestone, 3 feet thick and 16 feet high, from which the roof (whether covered with tiles or thatch)... " and: "From a deed bearing date 1217 or 1218, it appears that the corbels or joists for supporting the upper floor were inserted at a height of eight feet from the ground."
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	London town house — party wall, by statute (Fitz-Alwyne's Assize)	London	A.D. 1189	upper-floor joist bearing height above ground (deed 1217/18)	8 ft	ft	2.438	n137	103	author-rule	no	The document known as "Fitz-Alwyne's Assize," dated A.D. 1189, shows that the party-walls of London houses "were of freestone, 3 feet thick and 16 feet high, from which the roof (whether covered with tiles or thatch)... " and: "From a deed bearing date 1217 or 1218, it appears that the corbels or joists for supporting the upper floor were inserted at a height of eight feet from the ground."
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Small English house — common room height, XVIc-XVIIc	England	XVIc-XVIIc	internal room height (upper bound observed)	6 ft	ft	1.829	n137	103	author-estimate	no	It is a common thing nowadays to find in houses of the sixteenth and seventeenth centuries rooms not more than 6 feet high, and this is especially the case in the smaller houses.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	English structural bay — farm buildings	England	medieval	linear (building) perch = bay length	16 ft	ft	4.877	n101	67	author-rule	no	In the twelfth century English buildings were measured by the linear perch of 16 ft. Thus "the great barn of Walton was 10 1/2 perches in length (a perch being 16 ft.) and 3 perches and 5 ft. in breadth." [and: 'whilst the length of the English bay is rigidly fixed in farm buildings by the standing room required for two pairs of oxen, considerable variation occurs in the breadth.']
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	English land measure — rod / rood	England	medieval	rood breadth	16 ft	ft	4.877	n103	69	author-rule	no	the length of the bay, viz. sixteen feet, corresponds to the breadth of a rod or rood of land, the acre being composed of four roods, each 16 feet broad and 640 feet long, lying side by side... [footnote] Strictly the English land measure is 16 1/2, and not 16, feet.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	English land measure — rod / rood	England	medieval	rood length	640 ft	ft	195.072	n103	69	author-rule	no	the length of the bay, viz. sixteen feet, corresponds to the breadth of a rod or rood of land, the acre being composed of four roods, each 16 feet broad and 640 feet long, lying side by side... [footnote] Strictly the English land measure is 16 1/2, and not 16, feet.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	English land measure — rod / rood	England	medieval	land perch / rod (statute)	16 ft 6 in	ft in (= 16 1/2 ft)	5.029	n103	69	author-rule	no	the length of the bay, viz. sixteen feet, corresponds to the breadth of a rod or rood of land, the acre being composed of four roods, each 16 feet broad and 640 feet long, lying side by side... [footnote] Strictly the English land measure is 16 1/2, and not 16, feet.
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Roman ox-house — Vitruvius	Rome (De Architectura 6.9)	c. B.C. 10	ox-stall breadth, minimum	10 ft	ft (Roman)	3.048	n101	67	author-rule	no	the breadth of ox-stalls should be not less than 10 ft. or more than 15 ft. As regards length, the standing room for each pair of oxen should not be less than 7 ft. [Latin: Bubilium autem debent esse latitudines nec minores pedum denum, nec majores quindenum. Longitudo, uti singula iuga, ne minus occupent pedes septenos.]
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Roman ox-house — Vitruvius	Rome (De Architectura 6.9)	c. B.C. 10	ox-stall breadth, maximum	15 ft	ft (Roman)	4.572	n101	67	author-rule	no	the breadth of ox-stalls should be not less than 10 ft. or more than 15 ft. As regards length, the standing room for each pair of oxen should not be less than 7 ft. [Latin: Bubilium autem debent esse latitudines nec minores pedum denum, nec majores quindenum. Longitudo, uti singula iuga, ne minus occupent pedes septenos.]
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Roman ox-house — Vitruvius	Rome (De Architectura 6.9)	c. B.C. 10	standing room per pair of oxen, minimum	7 ft	ft (Roman)	2.134	n101	67	author-rule	no	the breadth of ox-stalls should be not less than 10 ft. or more than 15 ft. As regards length, the standing room for each pair of oxen should not be less than 7 ft. [Latin: Bubilium autem debent esse latitudines nec minores pedum denum, nec majores quindenum. Longitudo, uti singula iuga, ne minus occupent pedes septenos.]
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Roman ox-house — Palladius	Rome (De Re Rustica i.21)	c. A.D. 210	standing room per pair of oxen	8 ft	ft (Roman)	2.438	n101	67	author-rule	no	8 ft. are more than sufficient standing room for each pair of oxen, and 15 ft. for the breadth [of the ox-house.] [Latin: Octo pedes ad spatium standi singulis boum paribus abundant, et in porrectione xv.]
evolutionenglis00addygoog	Addy, The Evolution of the English House (1898)	Roman ox-house — Palladius	Rome (De Re Rustica i.21)	c. A.D. 210	ox-house breadth	15 ft	ft (Roman)	4.572	n101	67	author-rule	no	8 ft. are more than sufficient standing room for each pair of oxen, and 15 ft. for the breadth [of the ox-house.] [Latin: Octo pedes ad spatium standi singulis boum paribus abundant, et in porrectione xv.]
