book	ia_id	plate	leaf	plate_title	subject	content_type	measured	status	page_image_url	note
viollet_dictionnaire	frwikisource	Serrurerie End of the 13th century 	0	Penture.porte.Sainte.Anne.Notre.Dame.Paris.2.png	FIG. 12 - THE EXPLODED SPINE of the low penture on the porte Sainte-Anne, Notre-Dame de Pa	exploded / disassembly diagram - the cleanest construction drawing in the article	no	VERIFIED	https://commons.wikimedia.org/wiki/File:Penture.porte.Sainte.Anne.Notre.Dame.Paris.2.png	Figure numeral '12' is legible at top left. The five modules are laid out in a single row with DELIBERATE GAPS between them so the joints are exposed, running right to left: A (the collet, its ends lettered a and b), B (the first member, c and d), C (the second member, e and g), D (the third member, k), and E (the terminal bouquet). EVERY MODULE IS DRAWN AS A BUNDLE OF PARALLEL BARS - long straight lines running the module's length, touching, unwelded between the ends. Reading the line counts: the collet A shows FOUR bars, the members B, C and D show THREE each, matching Viollet's text exactly. At EVERY module end the bars are gathered into a single heavily hatched PALETTE - a wide, flattened, slightly thinned scarf pad, drawn cross-hatched to show it is one solid mass where the bars have been welded together. Between the modules, pairs of long curved lines sweep away above and below: the secondary branches, springing precisely AT the module joints and not from the middle of a module's run. At the far left, E, the bundle resolves into a small spray of fine curling twigs. MODELLING: This is the authoritative build order and LOD scheme for a great 13th-c hinge, and it says three things a modeller would otherwise get wrong. (1) The strap is SEGMENTED - five modules, not one continuous bar - so seams belong at fixed intervals along it. (2) The bar count STEPS DOWN outward (4, then 3, 3, 3, thinner), so the strap tapers in DISCRETE JUMPS at the module joints rather than smoothly. (3) Branches spring AT the joints, because the joint is where the metal is already gathered - so branch attachment points and clasp positions are the SAME set of points. Author the strap as: [scarf pad][bundle run][scarf pad] x5, chain them, wrap every pad in a clasp, and hang the branches off the pads.
viollet_dictionnaire	frwikisource	Serrurerie 15th century. Viollet: '	0	Penture.Thann.Haut.Rhin.png	FIG. 19 - penture drawn at Thann (Haut-Rhin), 15th century: hot-cut flat band with welded,	large-scale elevation of the central junction, dimensioned, with one profile detail	no	VERIFIED	https://commons.wikimedia.org/wiki/File:Penture.Thann.Haut.Rhin.png	Figure numeral '19' is legible at top right. A DIMENSION IS LEGIBLE AND I CROPPED AND ENLARGED IT TO CONFIRM: '0,45' = 0.45 m. FORM: a wide flat band whose centre swells into a big cusped LOZENGE pierced right through with a QUATREFOIL - the hot-cutting technique of fig. 16 applied as an opening. From the lozenge, four heavy diagonal arms radiate; each arm is drawn as a flat tapering bar, and along its length small collar-BEADS with domed rivets mark the springing points of slender round-section stems. Those stems arch out and each ENDS IN A FLEURON, drawn as a squared cusped rosette - a lozenge with foliate cusps at the four corners and a large DOMED BOSS at the centre. There are more than a dozen such fleurons across the plate, and they are the dominant visual event. NOTABLY ABSENT: there are no clasps (embrasses) and no bundled bars anywhere - the band is single-thickness throughout. TOP RIGHT, a small PROFILE detail: the fleuron seen in section, showing that the domed boss stands proud on a short stalk above a low lobed cushion, i.e. the rosette is not flat but a two-stage relief. MODELLING: The 15th-c idiom: flat cut-and-pierced band, quatrefoil openings, and the visual weight moved entirely to the TERMINALS. The fleurons are the only parts still made by the old means - Viollet says they are welded to the stems, then swaged, then CHISELLED AFTER swaging, so their edges should read crisp and faceted while their domes read soft. Model each fleuron as a two-stage boss (lobed cushion + stalked dome) and each stem as a plain round rod. Nail every fleuron - they double as fixings. 0.45 m gives the scale. Contrast against fig. 3 (12th c) and fig. 12 (13th c) to see the whole arc: mass at the collet -> mass at the joints -> mass at the tips.
viollet_dictionnaire	frwikisource	Escalier fig.21	0	Newel-less vis: half plan (A), section on CD (B), one step in perspective (G)	stair, newel-less spiral	line engraving	no	FIGURE	https://fr.wikisource.org/wiki/Dictionnaire_raisonn%C3%A9_de_l%E2%80%99architecture_fran%C3%A7aise_du_XIe_au_XVIe_si%C3%A8cle/Escalier	TEXT-KEYED. From the 14th c, where space was very tight, «on supprimait entièrement le noyau» - the newel is omitted entirely to free passage. The steps are simply superposed in a spiral and EACH CARRIES A BOUDIN AT ITS INNER END TO SERVE AS A HANDRAIL; where the newel would be there is «un vide». Figure gives half the plan at A, the section on line CD at B, and one step in perspective at G with dotted indication of unseen surfaces and the lower bed. A distinct stair TYPE for a generator, not a variant.
viollet_dictionnaire	frwikisource	Escalier fig.22	0	Vis enclosed between columns, Mainz cathedral, mid-13th century	stair, open-caged vis	line engraving	no	FIGURE	https://fr.wikisource.org/wiki/Dictionnaire_raisonn%C3%A9_de_l%E2%80%99architecture_fran%C3%A7aise_du_XIe_au_XVIe_si%C3%A8cle/Escalier	TEXT-KEYED, and it settles what the figure does and does not state. Viollet: «nous donnons la moitié de son plan et UNE RÉVOLUTION ENTIÈRE. À partir du mur circulaire qui ne monte que jusqu'au niveau A, la construction consiste seulement en des MARCHES PORTANT NOYAU, et en des COLONNETTES, TOUTES D'ÉGALE HAUTEUR, soutenant chacune l'extrémité extérieure d'une marche.» So: newel integral with the steps; one colonnette per step, all of equal height, each carrying one step's outer end; the circular wall stops at level A. CRITICAL: the text gives NO COUNT of colonnettes or winders, so any per-revolution step count must be read off the figure and cannot be asserted from the text - which is why cycle 17's counts were refuted.
viollet_dictionnaire	frwikisource	Escalier fig.23	0	Vis of the Reims tower pinnacles, perspective cutting diagram	stair, tower vis in pinnacle	line engraving	no	FIGURE	https://fr.wikisource.org/wiki/Dictionnaire_raisonn%C3%A9_de_l%E2%80%99architecture_fran%C3%A7aise_du_XIe_au_XVIe_si%C3%A8cle/Escalier	TEXT-KEYED, and it carries two hard rules. FABRICATION: «trois marches sont prises dans une seule assise» - THREE STEPS CUT FROM ONE COURSE, because the stone at Reims is enormous. LOAD PATH: stone chandelles B relieve the bearings A and sit over the step ends at C, but «PAR LE FAIT, C'EST LE NOYAU D QUI PORTE TOUTE LA CHARGE, et les pierres B ne sont qu'une suite d'étançons formant clôture à jour» - the NEWEL carries everything and the outer props are an open screen, not structure. Note this is the opposite emphasis from Mainz (fig 22), where each colonnette supports a step end: record them as two variants, not a contradiction.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Artillerie medievale	typological or diagrammatic	equipment plate	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/1/1c/Artillerie.medievale.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Early gunpowder pieces, after period sources.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Assaut courtine avec beffroi	typological or diagrammatic	explanatory diagram	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/9/95/Assaut.courtine.avec.beffroi.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). VIOLLET'S OWN DIAGRAM of an assault by belfry; explanatory, no measured building behind it.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Assaut courtine et tours	typological or diagrammatic	explanatory diagram	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/d/de/Assaut.courtine.et.tours.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). VIOLLET'S OWN DIAGRAM of an assault on curtain and towers.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Bas relief colonne Trajane 2	typological or diagrammatic	copy of ancient relief	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/d/d5/Bas.relief.colonne.Trajane.2.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Copy after the Trajan Column reliefs.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Bas relief colonne Trajane	typological or diagrammatic	copy of ancient relief	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/6/61/Bas.relief.colonne.Trajane.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Copy after the Trajan Column reliefs - ancient evidence, not medieval.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Bastilles Kingston sur Hull	Kingston sur Hull	diagram or trace	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/6/6a/Bastilles.Kingston.sur.Hull.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). AFTER an English source (Parker); Viollet dates the work drawn to the late 15th century, later than the castle's foundation.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Bastilles Lubeck	Lubeck	diagram or trace	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/8/81/Bastilles.Lubeck.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). AFTER a 16th-century German engraving from the author's own cabinet.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Bastion XVIe siecle 2	typological or diagrammatic	diagram or trace	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/e/e2/Bastion.XVIe.siecle.2.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). AFTER A PRINTED TREATISE, companion sheet.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Bastion XVIe siecle	typological or diagrammatic	diagram or trace	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/d/d4/Bastion.XVIe.siecle.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). AFTER A PRINTED TREATISE (Italian, 16th c.), not French measured fabric.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Bastion avec orillons 2	typological or diagrammatic	diagram or trace	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/f/f0/Bastion.avec.orillons.2.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). AFTER A PRINTED TREATISE, companion sheet.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Bastion avec orillons	typological or diagrammatic	diagram or trace	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/0/0a/Bastion.avec.orillons.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). AFTER A PRINTED TREATISE - bastion with orillons.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Bastion rempare 2	typological or diagrammatic	diagram or trace	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/8/8a/Bastion.rempare.2.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). AFTER Giovanni Scala, Roma 1596.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Bastion rempare 3	typological or diagrammatic	diagram or trace	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/5/53/Bastion.rempare.3.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). AFTER Giovanni Scala, Roma 1596.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Bastion rempare	typological or diagrammatic	diagram or trace	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/c/c4/Bastion.rempare.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). AFTER Giovanni Scala, Delle fortificationi, Roma 1596; the legend's dimensions are in Roman feet of 0.297896 m.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Bastions Verone	Verone	diagram or trace	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/2/2c/Bastions.Verone.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Italian bastioned front at Verona; foreign comparative material.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Batterie barbette	typological or diagrammatic	diagram or trace	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/d/dd/Batterie.barbette.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Barbette battery on a razed medieval tower; the text gives its 1 m command over the neighbouring curtain parapet.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Belier medieval 2	typological or diagrammatic	equipment plate	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/d/db/Belier.medieval.2.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Copy after a manuscript vignette showing the ram.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Belier medieval	typological or diagrammatic	equipment plate	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/7/7d/Belier.medieval.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Copy after a manuscript vignette showing the ram.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Breteche siege Carcassonne	Carcassonne	elevation or view	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/2/2c/Breteche.siege.Carcassonne.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Bretache in use during a siege - reconstruction of an action.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Chateau Milan	Milan	elevation or view	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/7/7b/Chateau.Milan.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Italian comparative example.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Château Carcassonne et barbacane	Carcassonne	elevation or view	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/8/87/Ch%C3%A2teau.Carcassonne.et.barbacane.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Chateau of Carcassonne with its barbican; the barbican element is restituted (destroyed 1821).
viollet_dictionnaire	frwikisource	Architecture militaire	0	Coupe braie	typological or diagrammatic	section	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/9/91/Coupe.braie.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Section of a braie; transitional artillery-era work, generalised type.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Coupe fausses braies	typological or diagrammatic	section	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/c/c0/Coupe.fausses.braies.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Section of fausses braies; generalised type.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Coupe hourds coursiere (fig 32 legible in image)	typological or diagrammatic	section	yes	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/c/cd/Coupe.hourds.coursiere.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Fig 32 legible in image (filename misnames it). Timber hourd in section on a curtain: wall A, stone parapet B kept behind the hourd, hoarding floor E, outer posts G. The single best generator reference for timber hoarding.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Coupe hourds courtine (fig 33 legible in image)	typological or diagrammatic	section	yes	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/3/33/Coupe.hourds.courtine.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Fig 33 legible in image (filename misnames it). Stone machicolation on stacked corbels, timber coursiere L behind wall C. Carries the 0.70-1.20 m corbel spacing and 0.33-0.40 m x 2 m parapet given in the text.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Coupe tour XVe siecle Langres 2	Langres	section	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/0/0d/Coupe.tour.XVe.siecle.Langres.2.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Section of a 15th-century Langres tower, companion sheet.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Coupe tour XVe siecle Langres	Langres	section	unverified	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/3/3a/Coupe.tour.XVe.siecle.Langres.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Section of a 15th-century Langres tower built for guns.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Courtine et sapeur	typological or diagrammatic	explanatory diagram	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/8/8c/Courtine.et.sapeur.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). VIOLLET'S OWN DIAGRAM of the sapper at the curtain foot.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Cranequin arbalete	typological or diagrammatic	equipment plate	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/d/dd/Cranequin.arbalete.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Cranequin crossbow spanner - weapon detail.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Detail colonne Antoine Rome	Rome	detail	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/3/3a/Detail.colonne.Antoine.Rome.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Copy after the Antonine Column, Rome.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Enceinte visigothe Carcassonne	Carcassonne	elevation or view	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/6/6b/Enceinte.visigothe.Carcassonne.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Visigothic work at Carcassonne; surviving fabric, but the crenellation and mantlets shown are Viollet's reading.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Equipement arbaletrier 2	typological or diagrammatic	equipment plate	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/f/f1/Equipement.arbaletrier.2.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Crossbowman's equipment.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Equipement arbaletrier	typological or diagrammatic	equipment plate	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/7/7b/Equipement.arbaletrier.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Crossbowman's equipment.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Equipement archer 2	typological or diagrammatic	equipment plate	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/0/02/Equipement.archer.2.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Archer's equipment.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Equipement archer	typological or diagrammatic	equipment plate	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/4/44/Equipement.archer.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Archer's equipment.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Fausse braie 2	typological or diagrammatic	diagram or trace	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/3/3b/Fausse.braie.2.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Fausse braie, companion sheet.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Fausse braie	typological or diagrammatic	diagram or trace	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/e/e1/Fausse.braie.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Fausse braie; generalised type.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Fortification Orange	Orange	elevation or view	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/e/e0/Fortification.Orange.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Orange refortified under Louis XI; flanked fausses braies.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Fortification en hexagone	typological or diagrammatic	diagram or trace	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/4/47/Fortification.en.hexagone.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). AFTER the chevalier De Ville's Traite - the hexagon trace, with his own dimensions in pas of five pieds de roy.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Fortification romaine 2	typological or diagrammatic	elevation or view	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/6/65/Fortification.romaine.2.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). RECONSTRUCTION from ancient authors, companion sheet.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Fortification romaine	typological or diagrammatic	elevation or view	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/4/46/Fortification.romaine.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). RECONSTRUCTION from ancient authors (Vegetius, Caesar), not from measured fabric.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Fortifications Langres XVIe siecle	Langres	elevation or view	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/0/0b/Fortifications.Langres.XVIe.siecle.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Langres 16th-century front; surviving fabric, source of the 7.00 m wall thickness quote.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Gabions	typological or diagrammatic	diagram or trace	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/6/66/Gabions.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Detail of gabions - siege field-work, after 16th-century practice.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Hourd Pierrefonds apres restauration (fig 37 legible in image)	Pierrefonds	perspective construction detail	no	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/1/18/Hourd.Pierrefonds.apres.restauration.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). RESTORATION - Viollet's own; the text introduces it as "Voici la restauration (37) de cette partie des defenses de Pierrefonds". Fig 37 legible. Pair it with Hourd.Pierrefonds.png, which is the surviving ruin.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Hourd Pierrefonds	Pierrefonds	perspective construction detail	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/d/da/Hourd.Pierrefonds.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Surviving fabric drawn as found - "Voici (36) l'etat actuel de l'angle forme par la tour du nord-est et la courtine nord"; machicolation corbels A in place, parapet torn away at B.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Hourds manuscrit Froissard	typological or diagrammatic	perspective construction detail	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/2/25/Hourds.manuscrit.Froissard.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Copy after a Froissart manuscript vignette - period pictorial evidence for hoardings, not a measured building.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Hourds tour (fig 34 legible in image)	typological or diagrammatic	perspective construction detail	yes	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/9/94/Hourds.tour.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Fig 34 legible. Stone machicolation storey applied to a tower with an extra covered crenellated storey H above it - Viollet's generalised type, not a named building.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Inconvenients tour carree	typological or diagrammatic	explanatory diagram	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/4/4d/Inconvenients.tour.carree.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). VIOLLET'S OWN DIAGRAM arguing the weakness of the square tower.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Plan Aigues Mortes	Aigues Mortes	plan	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/1/16/Plan.Aigues.Mortes.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). General plan of Aigues-Mortes - surviving fabric, a rare complete regular 13th-century circuit.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Plan Coucy	Coucy	plan	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/d/de/Plan.Coucy.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). General plan of Coucy - surviving fabric.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Plan Paris XIVe siecle 2	Paris	plan	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/1/11/Plan.Paris.XIVe.siecle.2.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). RESTORATION - companion sheet to the Paris restitution.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Plan Paris XIVe siecle	Paris	plan	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/b/b4/Plan.Paris.XIVe.siecle.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). RESTORATION - restitution of a lost enceinte from documents; almost nothing of the 14th-century Paris wall stood when he drew it.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Plan barbacane Carcassonne	Carcassonne	plan	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/e/e0/Plan.barbacane.Carcassonne.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). RESTORATION - the Carcassonne barbican "a ete detruite en 1821 pour construire un moulin ; ses fondations seules existent". Plan is a restitution from foundations and surviving ramps. Scale stated in text: 1 cm to 15 m.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Plan carcassonne XIIIe siecle	typological or diagrammatic	plan	unverified	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/3/36/Plan.carcassonne.XIIIe.siecle.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). General plan of the double enceinte; the carrier of the 10 m / 14 m minimum-height rule and of the lices system. Surviving fabric, though the barbicans on it are restituted.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Plan chateau Vincennes	Vincennes	plan	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/4/4b/Plan.chateau.Vincennes.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Partly documentary - extracted from Israel Sylvestre's engraved plan, filtered: "Nous n'avons extrait du plan donne par Israel que les constructions anterieures au XVIe siecle".
viollet_dictionnaire	frwikisource	Architecture militaire	0	Plan fortification renforcee 2	typological or diagrammatic	plan	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/4/44/Plan.fortification.renforcee.2.Png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). VIOLLET'S OWN DIAGRAM, companion sheet.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Plan fortification renforcee	typological or diagrammatic	plan	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/a/a4/Plan.fortification.renforcee.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). VIOLLET'S OWN DIAGRAM of a front reinforced against artillery.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Plan point faible tour	typological or diagrammatic	plan	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/1/1f/Plan.point.faible.tour.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). VIOLLET'S OWN DIAGRAM of the dead point on the tangent of a round tower - the reason for the bec/eperon.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Plan rempart avec galerie	typological or diagrammatic	plan	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/d/d0/Plan.rempart.avec.galerie.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Typological plan of a rampart with internal gallery.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Plan station militaire Famars Belgique	Famars	plan	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/2/25/Plan.station.militaire.Famars.Belgique.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Plan of the Roman military station at Famars - archaeological.
viollet_dictionnaire	frwikisource	Architecture militaire	0	Plan tour Carcassonne	Carcassonne	plan	unverified	FIGURE	https://upload.wikimedia.org/wikipedia/commons/7/7d/Plan.tour.Carcassonne.png	QUOTE-AUDITED cycle 21 (dimensions 112/116 verbatim; figures still unviewed). Plan of a Carcassonne tower.
