bom_row_id,candidate_id,building,element,value,unit,value_m,datum,evidence_class,uncertainty_type,verified_full_res,source_id,leaf_ref,quote
B093,BC-12A-gallarus,"""Oratory"" of Gallarus — dry-rubble corbelled cell","window, internal height",3 ft 3 in,ft in,0.991,unstated,measured,,no,addy1898,n59 (printed 25),"The ""oratory"" is composed of dry rubble masonry, and consists of a single rectangular chamber 15 ft. 3 in. long by 10 ft. wide inside. ""It has a flat-headed western doorway with inclining jambs, 5 ft. 10 in. high by 1 ft. 11 in. wide at the top, and 2 ft. 5 in. wide at the bottom inside... The outside aperture is 1 ft. 3 in. high by 9 1/2 in. wide at the top, and 10 in. at the bottom. The window measures on the inside 3 ft. 3 in. high by 1 ft 6 in. wide at the top, and 1 ft. 9 in. wide at the bottom. On the inside of the doorway, at a height of eight inches above the bottom of the lintel, is a projecting stone on each side, with a hole three inches square through it to receive the door-frame... The flags below these are 1 ft. 4 in. wide."" — Arch. Cambr., vol. ix. (5th S.), 148"
B094,BC-12A-gallarus,"""Oratory"" of Gallarus — dry-rubble corbelled cell","window, internal width at head",1 ft 6 in,ft in,0.457,unstated,measured,,no,addy1898,n59 (printed 25),"The ""oratory"" is composed of dry rubble masonry, and consists of a single rectangular chamber 15 ft. 3 in. long by 10 ft. wide inside. ""It has a flat-headed western doorway with inclining jambs, 5 ft. 10 in. high by 1 ft. 11 in. wide at the top, and 2 ft. 5 in. wide at the bottom inside... The outside aperture is 1 ft. 3 in. high by 9 1/2 in. wide at the top, and 10 in. at the bottom. The window measures on the inside 3 ft. 3 in. high by 1 ft 6 in. wide at the top, and 1 ft. 9 in. wide at the bottom. On the inside of the doorway, at a height of eight inches above the bottom of the lintel, is a projecting stone on each side, with a hole three inches square through it to receive the door-frame... The flags below these are 1 ft. 4 in. wide."" — Arch. Cambr., vol. ix. (5th S.), 148"
B095,BC-12A-gallarus,"""Oratory"" of Gallarus — dry-rubble corbelled cell","window, internal width at sill",1 ft 9 in,ft in,0.533,"window, internal width at sill",measured,,no,addy1898,n59 (printed 25),"The ""oratory"" is composed of dry rubble masonry, and consists of a single rectangular chamber 15 ft. 3 in. long by 10 ft. wide inside. ""It has a flat-headed western doorway with inclining jambs, 5 ft. 10 in. high by 1 ft. 11 in. wide at the top, and 2 ft. 5 in. wide at the bottom inside... The outside aperture is 1 ft. 3 in. high by 9 1/2 in. wide at the top, and 10 in. at the bottom. The window measures on the inside 3 ft. 3 in. high by 1 ft 6 in. wide at the top, and 1 ft. 9 in. wide at the bottom. On the inside of the doorway, at a height of eight inches above the bottom of the lintel, is a projecting stone on each side, with a hole three inches square through it to receive the door-frame... The flags below these are 1 ft. 4 in. wide."" — Arch. Cambr., vol. ix. (5th S.), 148"
B096,BC-12A-gallarus,"""Oratory"" of Gallarus — dry-rubble corbelled cell",door-frame socket (square section),3 in,in,0.076,door-frame socket (square section),measured,,no,addy1898,n59 (printed 25),"The ""oratory"" is composed of dry rubble masonry, and consists of a single rectangular chamber 15 ft. 3 in. long by 10 ft. wide inside. ""It has a flat-headed western doorway with inclining jambs, 5 ft. 10 in. high by 1 ft. 11 in. wide at the top, and 2 ft. 5 in. wide at the bottom inside... The outside aperture is 1 ft. 3 in. high by 9 1/2 in. wide at the top, and 10 in. at the bottom. The window measures on the inside 3 ft. 3 in. high by 1 ft 6 in. wide at the top, and 1 ft. 9 in. wide at the bottom. On the inside of the doorway, at a height of eight inches above the bottom of the lintel, is a projecting stone on each side, with a hole three inches square through it to receive the door-frame... The flags below these are 1 ft. 4 in. wide."" — Arch. Cambr., vol. ix. (5th S.), 148"
B097,BC-12A-gallarus,"""Oratory"" of Gallarus — dry-rubble corbelled cell",socket height above underside of lintel,8 in,in,0.203,socket height above underside of lintel,measured,,no,addy1898,n59 (printed 25),"The ""oratory"" is composed of dry rubble masonry, and consists of a single rectangular chamber 15 ft. 3 in. long by 10 ft. wide inside. ""It has a flat-headed western doorway with inclining jambs, 5 ft. 10 in. high by 1 ft. 11 in. wide at the top, and 2 ft. 5 in. wide at the bottom inside... The outside aperture is 1 ft. 3 in. high by 9 1/2 in. wide at the top, and 10 in. at the bottom. The window measures on the inside 3 ft. 3 in. high by 1 ft 6 in. wide at the top, and 1 ft. 9 in. wide at the bottom. On the inside of the doorway, at a height of eight inches above the bottom of the lintel, is a projecting stone on each side, with a hole three inches square through it to receive the door-frame... The flags below these are 1 ft. 4 in. wide."" — Arch. Cambr., vol. ix. (5th S.), 148"
B098,BC-12A-gallarus,"""Oratory"" of Gallarus — dry-rubble corbelled cell",ridge flag width,1 ft 4 in,ft in,0.406,ridge flag width,measured,,no,addy1898,n59 (printed 25),"The ""oratory"" is composed of dry rubble masonry, and consists of a single rectangular chamber 15 ft. 3 in. long by 10 ft. wide inside. ""It has a flat-headed western doorway with inclining jambs, 5 ft. 10 in. high by 1 ft. 11 in. wide at the top, and 2 ft. 5 in. wide at the bottom inside... The outside aperture is 1 ft. 3 in. high by 9 1/2 in. wide at the top, and 10 in. at the bottom. The window measures on the inside 3 ft. 3 in. high by 1 ft 6 in. wide at the top, and 1 ft. 9 in. wide at the bottom. On the inside of the doorway, at a height of eight inches above the bottom of the lintel, is a projecting stone on each side, with a hole three inches square through it to receive the door-frame... The flags below these are 1 ft. 4 in. wide."" — Arch. Cambr., vol. ix. (5th S.), 148"
B099,BC-12A-gallarus,"""Oratory"" of Gallarus — dry-rubble corbelled cell","window, external width at head",9.5 in,in,0.241,unstated,ocr-uncertain,measurement-ocr,no,addy1898,n59 (printed 25),"The outside aperture is 1 ft. 3 in. high by 9 1/2 in. wide at the top, and 10 in. at the bottom. [OCR renders '9! in.'; this scan destroys every fraction glyph, so 9 1/2 is the reading but it was NOT checked on the page image.]"
B100,BC-02B-booth1350,Booth (single-cell cruck cot) — newly built on the waste,length,20 ft,ft,6.096,unstated,documentary-survey,,no,addy1898,n56 (printed 22),"c. 1350. ""Johannes Flesshewer ten. j botham de novo edificatam super vastum, longitudinis xx pedum et latitudinis xviij pedum."" — Bishop Hatfield's Survey (Surtees Soc), p. 32. Another booth, as well as the village forge, is described as being of the same size."
B101,BC-02B-booth1350,Booth (single-cell cruck cot) — newly built on the waste,breadth,18 ft,ft,5.486,unstated,documentary-survey,,no,addy1898,n56 (printed 22),"c. 1350. ""Johannes Flesshewer ten. j botham de novo edificatam super vastum, longitudinis xx pedum et latitudinis xviij pedum."" — Bishop Hatfield's Survey (Surtees Soc), p. 32. Another booth, as well as the village forge, is described as being of the same size."
B102,BC-05A-forge1350,Village forge / smithy,length,20 ft,ft (stated as the same size as the booth),6.096,unstated,documentary-survey,,no,addy1898,n56 (printed 22),"c. 1350. ""Johannes Flesshewer ten. j botham de novo edificatam super vastum, longitudinis xx pedum et latitudinis xviij pedum."" — Bishop Hatfield's Survey (Surtees Soc), p. 32. Another booth, as well as the village forge, is described as being of the same size."
B103,BC-05A-forge1350,Village forge / smithy,breadth,18 ft,ft (stated as the same size as the booth),5.486,unstated,documentary-survey,,no,addy1898,n56 (printed 22),"c. 1350. ""Johannes Flesshewer ten. j botham de novo edificatam super vastum, longitudinis xx pedum et latitudinis xviij pedum."" — Bishop Hatfield's Survey (Surtees Soc), p. 32. Another booth, as well as the village forge, is described as being of the same size."
B104,BC-12B-teampull,Teampull Beannachadh — drystone corbelled cell,external side wall length (1 of 2),11 ft 11 in,ft in,3.632,unstated,measured,,no,addy1898,n60 (printed 26),"Teampull Beannachadh... ""composed of rough stones joggled compactly together without mortar, built in the form of a squared oblong, but irregular on the ground-plan, the lengths of the side walls externally being respectively 11 ft. 11 in. and 12 ft 2 in., and the lengths of the end walls 10 ft. 3 in. and 9 ft 2 in. The walls vary in thickness from 2 ft. 5 in. to 2 ft. 11 in... The chamber measures about 7 ft. long by 5 ft wide, and 5 ft 9 in. high. The doorway in the west end is but 3 ft. high, and there is no window or other opening of any kind in the building."" — Anderson, Scotland in Early Christian Times, 1882, p. 121"
B105,BC-12B-teampull,Teampull Beannachadh — drystone corbelled cell,external side wall length (2 of 2),12 ft 2 in,ft in,3.708,unstated,measured,,no,addy1898,n60 (printed 26),"Teampull Beannachadh... ""composed of rough stones joggled compactly together without mortar, built in the form of a squared oblong, but irregular on the ground-plan, the lengths of the side walls externally being respectively 11 ft. 11 in. and 12 ft 2 in., and the lengths of the end walls 10 ft. 3 in. and 9 ft 2 in. The walls vary in thickness from 2 ft. 5 in. to 2 ft. 11 in... The chamber measures about 7 ft. long by 5 ft wide, and 5 ft 9 in. high. The doorway in the west end is but 3 ft. high, and there is no window or other opening of any kind in the building."" — Anderson, Scotland in Early Christian Times, 1882, p. 121"
B106,BC-12B-teampull,Teampull Beannachadh — drystone corbelled cell,external end wall length (1 of 2),10 ft 3 in,ft in,3.124,unstated,measured,,no,addy1898,n60 (printed 26),"Teampull Beannachadh... ""composed of rough stones joggled compactly together without mortar, built in the form of a squared oblong, but irregular on the ground-plan, the lengths of the side walls externally being respectively 11 ft. 11 in. and 12 ft 2 in., and the lengths of the end walls 10 ft. 3 in. and 9 ft 2 in. The walls vary in thickness from 2 ft. 5 in. to 2 ft. 11 in... The chamber measures about 7 ft. long by 5 ft wide, and 5 ft 9 in. high. The doorway in the west end is but 3 ft. high, and there is no window or other opening of any kind in the building."" — Anderson, Scotland in Early Christian Times, 1882, p. 121"
B107,BC-12B-teampull,Teampull Beannachadh — drystone corbelled cell,external end wall length (2 of 2),9 ft 2 in,ft in,2.794,unstated,measured,,no,addy1898,n60 (printed 26),"Teampull Beannachadh... ""composed of rough stones joggled compactly together without mortar, built in the form of a squared oblong, but irregular on the ground-plan, the lengths of the side walls externally being respectively 11 ft. 11 in. and 12 ft 2 in., and the lengths of the end walls 10 ft. 3 in. and 9 ft 2 in. The walls vary in thickness from 2 ft. 5 in. to 2 ft. 11 in... The chamber measures about 7 ft. long by 5 ft wide, and 5 ft 9 in. high. The doorway in the west end is but 3 ft. high, and there is no window or other opening of any kind in the building."" — Anderson, Scotland in Early Christian Times, 1882, p. 121"
B108,BC-12B-teampull,Teampull Beannachadh — drystone corbelled cell,"wall thickness, minimum",2 ft 5 in,ft in,0.737,unstated,measured,,no,addy1898,n60 (printed 26),"Teampull Beannachadh... ""composed of rough stones joggled compactly together without mortar, built in the form of a squared oblong, but irregular on the ground-plan, the lengths of the side walls externally being respectively 11 ft. 11 in. and 12 ft 2 in., and the lengths of the end walls 10 ft. 3 in. and 9 ft 2 in. The walls vary in thickness from 2 ft. 5 in. to 2 ft. 11 in... The chamber measures about 7 ft. long by 5 ft wide, and 5 ft 9 in. high. The doorway in the west end is but 3 ft. high, and there is no window or other opening of any kind in the building."" — Anderson, Scotland in Early Christian Times, 1882, p. 121"
B109,BC-12B-teampull,Teampull Beannachadh — drystone corbelled cell,"wall thickness, maximum",2 ft 11 in,ft in,0.889,unstated,measured,,no,addy1898,n60 (printed 26),"Teampull Beannachadh... ""composed of rough stones joggled compactly together without mortar, built in the form of a squared oblong, but irregular on the ground-plan, the lengths of the side walls externally being respectively 11 ft. 11 in. and 12 ft 2 in., and the lengths of the end walls 10 ft. 3 in. and 9 ft 2 in. The walls vary in thickness from 2 ft. 5 in. to 2 ft. 11 in... The chamber measures about 7 ft. long by 5 ft wide, and 5 ft 9 in. high. The doorway in the west end is but 3 ft. high, and there is no window or other opening of any kind in the building."" — Anderson, Scotland in Early Christian Times, 1882, p. 121"
B110,BC-12B-teampull,Teampull Beannachadh — drystone corbelled cell,internal chamber length,7 ft,ft (about),2.134,unstated,measured,,no,addy1898,n60 (printed 26),"Teampull Beannachadh... ""composed of rough stones joggled compactly together without mortar, built in the form of a squared oblong, but irregular on the ground-plan, the lengths of the side walls externally being respectively 11 ft. 11 in. and 12 ft 2 in., and the lengths of the end walls 10 ft. 3 in. and 9 ft 2 in. The walls vary in thickness from 2 ft. 5 in. to 2 ft. 11 in... The chamber measures about 7 ft. long by 5 ft wide, and 5 ft 9 in. high. The doorway in the west end is but 3 ft. high, and there is no window or other opening of any kind in the building."" — Anderson, Scotland in Early Christian Times, 1882, p. 121"
B111,BC-12B-teampull,Teampull Beannachadh — drystone corbelled cell,internal chamber width,5 ft,ft (about),1.524,unstated,measured,,no,addy1898,n60 (printed 26),"Teampull Beannachadh... ""composed of rough stones joggled compactly together without mortar, built in the form of a squared oblong, but irregular on the ground-plan, the lengths of the side walls externally being respectively 11 ft. 11 in. and 12 ft 2 in., and the lengths of the end walls 10 ft. 3 in. and 9 ft 2 in. The walls vary in thickness from 2 ft. 5 in. to 2 ft. 11 in... The chamber measures about 7 ft. long by 5 ft wide, and 5 ft 9 in. high. The doorway in the west end is but 3 ft. high, and there is no window or other opening of any kind in the building."" — Anderson, Scotland in Early Christian Times, 1882, p. 121"
B112,BC-12B-teampull,Teampull Beannachadh — drystone corbelled cell,internal chamber height,5 ft 9 in,ft in,1.753,unstated,measured,,no,addy1898,n60 (printed 26),"Teampull Beannachadh... ""composed of rough stones joggled compactly together without mortar, built in the form of a squared oblong, but irregular on the ground-plan, the lengths of the side walls externally being respectively 11 ft. 11 in. and 12 ft 2 in., and the lengths of the end walls 10 ft. 3 in. and 9 ft 2 in. The walls vary in thickness from 2 ft. 5 in. to 2 ft. 11 in... The chamber measures about 7 ft. long by 5 ft wide, and 5 ft 9 in. high. The doorway in the west end is but 3 ft. high, and there is no window or other opening of any kind in the building."" — Anderson, Scotland in Early Christian Times, 1882, p. 121"
B113,BC-12B-teampull,Teampull Beannachadh — drystone corbelled cell,doorway height,3 ft,ft,0.914,unstated,measured,,no,addy1898,n60 (printed 26),"Teampull Beannachadh... ""composed of rough stones joggled compactly together without mortar, built in the form of a squared oblong, but irregular on the ground-plan, the lengths of the side walls externally being respectively 11 ft. 11 in. and 12 ft 2 in., and the lengths of the end walls 10 ft. 3 in. and 9 ft 2 in. The walls vary in thickness from 2 ft. 5 in. to 2 ft. 11 in... The chamber measures about 7 ft. long by 5 ft wide, and 5 ft 9 in. high. The doorway in the west end is but 3 ft. high, and there is no window or other opening of any kind in the building."" — Anderson, Scotland in Early Christian Times, 1882, p. 121"
B114,BC-10A-hornsea,Hornsea church crypt (undercroft beneath chancel),"internal, north-south",15 ft 5 in,ft in,4.699,unstated,measured,,no,addy1898,n228 (printed 194),"A crypt under the east end of the chancel of Hornsea church in East Yorkshire differs from that at Repton in having a fire-place, 6 ft. 2 in. wide and 3 ft. 2 in. high, on its north side... In shape the crypt approaches to a square measuring 15 ft. 5 in. from north to south, and, in the north compartment, 14 ft. 2 in. from east to west... In the east wall is a window splayed inwardly to a width of nearly 4 feet, and diminishing to 1 ft. 8 in. in the narrowest part."
B115,BC-10A-hornsea,Hornsea church crypt (undercroft beneath chancel),"internal, east-west (north compartment)",14 ft 2 in,ft in,4.318,unstated,measured,,no,addy1898,n228 (printed 194),"A crypt under the east end of the chancel of Hornsea church in East Yorkshire differs from that at Repton in having a fire-place, 6 ft. 2 in. wide and 3 ft. 2 in. high, on its north side... In shape the crypt approaches to a square measuring 15 ft. 5 in. from north to south, and, in the north compartment, 14 ft. 2 in. from east to west... In the east wall is a window splayed inwardly to a width of nearly 4 feet, and diminishing to 1 ft. 8 in. in the narrowest part."
B116,BC-10A-hornsea,Hornsea church crypt (undercroft beneath chancel),fireplace opening width,6 ft 2 in,ft in,1.880,unstated,measured,,no,addy1898,n228 (printed 194),"A crypt under the east end of the chancel of Hornsea church in East Yorkshire differs from that at Repton in having a fire-place, 6 ft. 2 in. wide and 3 ft. 2 in. high, on its north side... In shape the crypt approaches to a square measuring 15 ft. 5 in. from north to south, and, in the north compartment, 14 ft. 2 in. from east to west... In the east wall is a window splayed inwardly to a width of nearly 4 feet, and diminishing to 1 ft. 8 in. in the narrowest part."
B117,BC-10A-hornsea,Hornsea church crypt (undercroft beneath chancel),fireplace opening height,3 ft 2 in,ft in,0.965,unstated,measured,,no,addy1898,n228 (printed 194),"A crypt under the east end of the chancel of Hornsea church in East Yorkshire differs from that at Repton in having a fire-place, 6 ft. 2 in. wide and 3 ft. 2 in. high, on its north side... In shape the crypt approaches to a square measuring 15 ft. 5 in. from north to south, and, in the north compartment, 14 ft. 2 in. from east to west... In the east wall is a window splayed inwardly to a width of nearly 4 feet, and diminishing to 1 ft. 8 in. in the narrowest part."
B118,BC-10A-hornsea,Hornsea church crypt (undercroft beneath chancel),window internal splay width,4 ft,ft (nearly),1.219,unstated,measured,,no,addy1898,n228 (printed 194),"A crypt under the east end of the chancel of Hornsea church in East Yorkshire differs from that at Repton in having a fire-place, 6 ft. 2 in. wide and 3 ft. 2 in. high, on its north side... In shape the crypt approaches to a square measuring 15 ft. 5 in. from north to south, and, in the north compartment, 14 ft. 2 in. from east to west... In the east wall is a window splayed inwardly to a width of nearly 4 feet, and diminishing to 1 ft. 8 in. in the narrowest part."
B119,BC-10A-hornsea,Hornsea church crypt (undercroft beneath chancel),window external (narrowest) width,1 ft 8 in,ft in,0.508,unstated,measured,,no,addy1898,n228 (printed 194),"A crypt under the east end of the chancel of Hornsea church in East Yorkshire differs from that at Repton in having a fire-place, 6 ft. 2 in. wide and 3 ft. 2 in. high, on its north side... In shape the crypt approaches to a square measuring 15 ft. 5 in. from north to south, and, in the north compartment, 14 ft. 2 in. from east to west... In the east wall is a window splayed inwardly to a width of nearly 4 feet, and diminishing to 1 ft. 8 in. in the narrowest part."
B120,BC-04B-bolsterstone,Cow-house at Bolsterstone,internal breadth,10 ft 8 in,ft in,3.251,unstated,measured,,no,addy1898,n101 (printed 67),"The breadth of a cow-house at Bolsterstone, described hereafter, is 10 ft. 8 in."
B121,BC-01B-chalfield,Great Chalfield Manor House great hall,internal length,about 40 ft,ft,12.192,unstated,author-estimate,,no,garner,n39,"The hall itself, which measures about 40 feet by 20 feet and 20 feet in height"
B122,BC-01B-chalfield,Great Chalfield Manor House great hall,internal width,20 ft,ft,6.096,unstated,author-estimate,,no,garner,n39,"The hall itself, which measures about 40 feet by 20 feet and 20 feet in height"
B123,BC-01B-chalfield,Great Chalfield Manor House great hall,"height (internal, to roof)",20 ft,ft,6.096,unstated,author-estimate,,no,garner,n39,"The hall itself, which measures about 40 feet by 20 feet and 20 feet in height"
B124,BC-06B-coucy,Coucy,donjon external diameter,31,m,31.000,unstated,measured,,n/a (text source),viollet,"Dictionnaire, Château",le donjon qui porte trente-un mètres de diamètre hors œuvre sur soixante-quatre mètres depuis le fond du fossé jusqu’au couronnement
B125,BC-06B-coucy,Coucy,"donjon height, ditch bottom to crown",64,m,64.000,"donjon height, ditch bottom to crown",measured,,n/a (text source),viollet,"Dictionnaire, Château",sur soixante-quatre mètres depuis le fond du fossé jusqu’au couronnement   [CONFLICT: a FOOTNOTE IN THIS SAME ARTICLE says 'sa hauteur de soixante-cinq environ' = 65 m; the Donjon article says 55 m]
B126,BC-06B-coucy,Coucy,donjon height per this article's own footnote,65,m,65.000,unstated,measured,,n/a (text source),viollet,"Dictionnaire, Château",son diamètre étant de trente-un mètres et sa hauteur de soixante-cinq environ
B127,BC-06B-coucy,Coucy,projectile drop from the donjon's upper defences,60,m,60.000,unstated,measured,,n/a (text source),viollet,"Dictionnaire, Château",battu par les défenses supérieures du donjon qui lui envoyaient des projectiles d’une hauteur de 60 mètres
B128,BC-06B-coucy,Coucy,plateau escarpment above the valley,50,m,50.000,unstated,measured,,n/a (text source),viollet,"Dictionnaire, Château",le château de Coucy domine des escarpements assez roides qui s’élèvent de cinquante mètres environ
B129,BC-06B-coucy,Coucy,ditch separating château from bailey,20,m,20.000,ditch separating château from bailey,measured,,n/a (text source),viollet,"Dictionnaire, Château",Un fossé de vingt mètres de largeur sépare le château de la basse-cour
B130,BC-06B-coucy,Coucy flanking towers,tower external diameter,18,m,18.000,unstated,measured,,n/a (text source),viollet,"Dictionnaire, Château","Ces tours, qui n’ont pas moins de dix-huit mètres de diamètre hors œuvre sur trente-cinq mètres de hauteur"
B131,BC-06B-coucy,Coucy flanking towers,tower height above external ground,35,m,35.000,tower height above external ground,measured,,n/a (text source),viollet,"Dictionnaire, Château",sur trente-cinq mètres de hauteur environ au-dessus du sol extérieur
B132,BC-07B-carcassonne,"Carcassonne, Porte Narbonnaise","hoarding putlog hole, square",0.30,m,0.300,"hoarding putlog hole, square",documented-reconstruction,provenance,n/a (text source),viollet,"Dictionnaire, Hourd","des trous de hourds de 0,30 c. de côté, régulièrement espacés   [CARCASSONNE = VIOLLET'S OWN RESTORATION SITE]"
B133,BC-07B-carcassonne,"Carcassonne, Porte Narbonnaise",main bascule joist spacing,5 pieds (approx. 1.63 m),ft,,unstated,documented-reconstruction,provenance,n/a (text source),viollet,"Dictionnaire, Hourd",de cinq pieds en cinq pieds passaient par les trous de hourds les fortes solives C
B134,BC-07B-carcassonne,Carcassonne towers/curtains c.1100,merlon height,1.60 to 1.80,m,,unstated,documented-reconstruction,provenance,n/a (text source),viollet,"Dictionnaire, Hourd","Les merlons ... du château de Carcassonne (1100 environ) sont hauts (1 m ,60 à 1 m ,80)   [VIOLLET'S OWN RESTORATION SITE]"
B135,BC-07B-carcassonne,"round flanking tower, Carcassonne inner enceinte",tower external diameter above the talus,6.00,m,6.000,unstated,documented-reconstruction,provenance,n/a (text source),viollet,"Dictionnaire, Meurtrière","cette tour ayant 6 m ,00 de diamètre et ses murs 1 m , 20   [VIOLLET'S OWN RESTORATION SITE]"
B136,BC-07B-carcassonne,"round flanking tower, Carcassonne inner enceinte",tower wall thickness,1.20,m,1.200,unstated,documented-reconstruction,provenance,n/a (text source),viollet,"Dictionnaire, Meurtrière","et ses murs 1 m , 20"
B137,BC-08B-viollet-town,public fountain,lower basin height above the ground,2 to 3 pieds (0.60-0.90 m),m,,lower basin height above the ground,measured,,n/a (text source),viollet,"Dictionnaire, Fontaine","un bassin inférieur élevé de deux à trois pieds au-dessus du sol (0,60 c. à 0,90 c.)"
B138,BC-08B-viollet-town,town aqueduct passage (WALKABLE),passage height,6 pieds (1.95 m),m,,unstated,measured,,n/a (text source),viollet,"Dictionnaire, Fontaine","de six pieds de hauteur sur trois pieds de largeur, le long desquels les personnes peuvent facilement cheminer la lumière à la main"
B139,BC-08B-viollet-town,town aqueduct passage (WALKABLE),passage width,3 pieds (0.97 m),m,,unstated,measured,,n/a (text source),viollet,"Dictionnaire, Fontaine",sur trois pieds de largeur
B140,BC-08B-viollet-town,town aqueduct passage,"run length, unlit",500+ toises (975+ m),m,,unstated,measured,,n/a (text source),viollet,"Dictionnaire, Fontaine","iceux aquéducs, cinq cents toises de longueur et plus, sans qu'il y aie aucune clarté sinon celle que l'on y peut porter avec feu"
B141,BC-08B-viollet-town,"town aqueduct, 1457 rebuild",length rebuilt new,96 toises (187.08 m),m,,unstated,measured,,n/a (text source),viollet,"Dictionnaire, Fontaine","en l'an 1457, en fut refait de neuf environ quatre vingt seize toises de longueur"
B142,BC-08B-viollet-town,timber pigeonnier (lesser right),height,16 pieds (5.20 m),m,,unstated,author-rule,,n/a (text source),viollet,"Dictionnaire, Colombier",un pigeonnier en bois de seize pieds de hauteur et pouvant contenir seulement de soixante à cent vingt boulins
B143,BC-08B-viollet-town,timber pigeonnier,nest-hole (boulin) capacity,60 to 120,count,,unstated,author-rule,,n/a (text source),viollet,"Dictionnaire, Colombier",pouvant contenir seulement de soixante à cent vingt boulins
B144,BC-08B-viollet-town,Nesle / Créteil pigeonnier,internal diameter,6.80,m,6.800,unstated,measured,,n/a (text source),viollet,"Dictionnaire, Colombier","le pigeonnier de Nesle porte les mêmes dimensions que celui de Créteil , 6 m ,80 de diamètre intérieur et 1 m ,00 d'épaisseur de mur"
B145,BC-08B-viollet-town,Nesle / Créteil pigeonnier,wall thickness,1.00,m,1.000,unstated,measured,,n/a (text source),viollet,"Dictionnaire, Colombier","et 1 m ,00 d'épaisseur de mur"
B146,BC-08B-viollet-town,small stone colombier,internal diameter,4.60,m,4.600,unstated,measured,,n/a (text source),viollet,"Dictionnaire, Colombier","Ce petit édifice n'a que 4 m , 60 de diamètre sur environ 11 m ,50 du sol au sommet des trois pinacles"
B147,BC-08B-viollet-town,small stone colombier,"height, ground to pinnacle tops",11.50,m,11.500,"height, ground to pinnacle tops",measured,,n/a (text source),viollet,"Dictionnaire, Colombier","sur environ 11 m ,50 du sol au sommet des trois pinacles"
B148,BC-08B-viollet-town,"Notre-Dame de Paris, choir and nave roofs",bahut (dwarf wall carrying the roof) height,1.25,m,1.250,unstated,measured,,n/a (text source),viollet,"Dictionnaire, Bahut","Les grands combles du chœur et de la nef de la cathédrale de Paris sont ainsi portés sur des bahuts de 1 m , 25 de hauteur"
B149,BC-08B-viollet-town,great roofs generally,bahut thickness,0.40 to 0.60,m,,unstated,measured,,n/a (text source),viollet,"Dictionnaire, Bahut","Les bahuts des grands combles n'ont guère que 0, 40 ou 0, 60 centimètres d'épaisseur et portent sur les formerets des voûtes hautes"
B150,BC-08B-viollet-town,échauguette,second machicolation slot width,0.25,m,0.250,unstated,measured,,n/a (text source),viollet,"Dictionnaire, Échauguette","est pratiqué un second mâchicoulis C , comme une rainure de 0,25 c. de largeur environ"
B151,BC-08B-viollet-town,"mortar joint (lit), XIIIc",joint thickness range,0.01 to 0.03,m,,unstated,measured,,n/a (text source),viollet,"Dictionnaire, Lit","reprennent une épaisseur qui varie de 0,01 c. à 0,03 c. au XIII e siècle   [NB: Viollet's 'Lit' is the MORTAR BED / stone bed, NOT a bedstead]"
B152,BC-08B-viollet-town,"mortar joint, XIV-XVc",joint thickness maximum,0.01,m,0.010,unstated,measured,,n/a (text source),viollet,"Dictionnaire, Lit","s'amincissent de nouveau pendant les XIV e et XV e siècles, mais en conservant toujours une épaisseur de 0,01 c. au maximum"
B153,BC-03B-berwick,Berwick St Leonard barn,internal length,90 ft,ft,27.432,unstated,measured,,no,turnerparker,someaccountofdom02park n228,"At Berwick St. Leonard's there is also a fine barn of the fifteenth century, 90 feet long by 25 wide, and 50 across the transept."
B154,BC-03B-berwick,Berwick St Leonard barn,internal width,25 ft,ft,7.620,unstated,measured,,no,turnerparker,someaccountofdom02park n228,"At Berwick St. Leonard's there is also a fine barn of the fifteenth century, 90 feet long by 25 wide, and 50 across the transept."
B155,BC-03B-berwick,Berwick St Leonard barn,width across the transept,50 ft,ft,15.240,unstated,measured,,no,turnerparker,someaccountofdom02park n228,"At Berwick St. Leonard's there is also a fine barn of the fifteenth century, 90 feet long by 25 wide, and 50 across the transept."
B156,RESERVE-beetham,Beetham Hall — fortified hall (now used as a barn),hall internal length,39 ft,ft,11.887,unstated,measured,,no,turnerparker,someaccountofdom02park n40-n41,"[n40:] Betham, or Bytham Hall, a seat of the Earl of Derby, is of various d[ates] [n41:] The castle itself consists of the hall, of the fourteenth century, 39 feet by 26, now used as a barn, and two wings: the windows are small, and high from the ground, for the sake of defence."
B157,RESERVE-beetham,Beetham Hall — fortified hall (now used as a barn),hall internal width,26 ft,ft,7.925,unstated,measured,,no,turnerparker,someaccountofdom02park n40-n41,"The castle itself consists of the hall, of the fourteenth century, 39 feet by 26, now used as a barn, and two wings."
B158,BC-10B-lavenham,Lavenham Guildhall — cellar,cellar length,31 ft 9 in,ft in,9.677,unstated,author-estimate,,yes,garner,n125 (printed 108),"The cellar, which is about 31 feet 9 inches by 16 feet 10 inches, and 7 feet 3 inches high, is reached by a brick stair beneath the staircase leading to the first floor: the windows are small and iron barred."
B159,BC-10B-lavenham,Lavenham Guildhall — cellar,cellar width,16 ft 10 in,ft in,5.131,unstated,author-estimate,,yes,garner,n125 (printed 108),"The cellar, which is about 31 feet 9 inches by 16 feet 10 inches, and 7 feet 3 inches high, is reached by a brick stair beneath the staircase leading to the first floor."
